Station Name,Latitude,Longitude,geometry
E 48 St & 3 Ave,214199.68677874695,992041.001421872,POINT (992041.001421872 214199.68677874695)
E 48 St & 5 Ave,216754.71688067573,987043.3869051266,POINT (987043.3869051266 216754.71688067573)
E 48 St & Tilden Ave,175282.83902521033,1003176.0479821666,POINT (1003176.0479821666 175282.83902521033)
E 49 St & Church Ave,176808.75993473778,1003292.7810717247,POINT (1003292.7810717247 176808.75993473778)
E 5 St & Ave C,202704.1499312617,989777.8494792174,POINT (989777.8494792174 202704.1499312617)
E 5 St & Cooper Sq,204380.886116018,986732.3265808087,POINT (986732.3265808087 204380.886116018)
E 50 St & Park Ave,215195.16547435144,991387.9289438676,POINT (991387.9289438676 215195.16547435144)
E 51 St & 1 Ave,214184.32116619637,993689.2286822328,POINT (993689.2286822328 214184.32116619637)
E 51 St & 2 Ave,214439.00518546227,993292.3457556788,POINT (993292.3457556788 214439.00518546227)
E 51 St & Lexington Ave,215155.28904656647,991939.1305900448,POINT (991939.1305900448 215155.28904656647)
E 53 St & 3 Ave,215304.2810879274,992753.5026523165,POINT (992753.5026523165 215304.2810879274)
E 53 St & Lexington Ave,215527.6919134492,991999.2843531909,POINT (991999.2843531909 215527.6919134492)
E 53 St & Madison Ave,215994.19121514534,991435.7622931877,POINT (991435.7622931877 215994.19121514534)
E 54 St & 1 Ave,214806.68149650388,994174.0297608263,POINT (994174.0297608263 214806.68149650388)
E 55 St & 2 Ave,215428.83433760874,993660.1208264168,POINT (993660.1208264168 215428.83433760874)
E 56 St & 3 Ave,215928.45587563742,993226.7422583344,POINT (993226.7422583344 215928.45587563742)
E 56 St & Madison Ave,216739.70458372324,991832.6539771202,POINT (991832.6539771202 216739.70458372324)
E 58 St & 1 Ave (NE Corner),215802.06772474913,994691.5467383722,POINT (994691.5467383722 215802.06772474913)
E 58 St & 1 Ave (NW Corner),215880.58798487674,994581.1100927445,POINT (994581.1100927445 215880.58798487674)
E 58 St & 3 Ave,216473.08591146744,993288.1532307499,POINT (993288.1532307499 216473.08591146744)
E 58 St & Madison Ave,217477.57932972594,992056.7160535695,POINT (992056.7160535695 217477.57932972594)
E 59 St & Madison Ave,217443.84848158003,992257.8130485493,POINT (992257.8130485493 217443.84848158003)
E 6 St & 2 Ave,204189.06024738515,987544.2641879462,POINT (987544.2641879462 204189.06024738515)
E 6 St & Ave B,203255.7927822126,989259.5532143877,POINT (989259.5532143877 203255.7927822126)
E 6 St & Ave D,202465.49524028462,990662.1785309539,POINT (990662.1785309539 202465.49524028462)
E 60 St & York Ave,215842.71635281673,995546.593417063,POINT (995546.593417063 215842.71635281673)
E 63 St & 3 Ave,217607.98192328424,994056.2607507351,POINT (994056.2607507351 217607.98192328424)
E 65 St & 2 Ave,217967.18931599753,994601.587040755,POINT (994601.587040755 217967.18931599753)
E 66 St & Madison Ave,219146.8652357374,993021.671143504,POINT (993021.671143504 219146.8652357374)
E 67 St & Park Ave,219028.49805966055,993671.2668865476,POINT (993671.2668865476 219028.49805966055)
E 68 St & 3 Ave,218645.5317466425,994758.6114611877,POINT (994758.6114611877 218645.5317466425)
E 68 St & Madison Ave,219578.60516614083,993330.8472228838,POINT (993330.8472228838 219578.60516614083)
E 7 St & Ave A,203857.9193720479,988740.5312848728,POINT (988740.5312848728 203857.9193720479)
E 7 St & Ave B,203461.1711754254,989428.5203817935,POINT (989428.5203817935 203461.1711754254)
E 7 St & Ave C,203097.3137704882,990046.923666015,POINT (990046.923666015 203097.3137704882)
E 72 St & Park Ave,220241.7522853591,994195.2894281326,POINT (994195.2894281326 220241.7522853591)
E 72 St & York Ave,218551.1023740746,997158.0941780511,POINT (997158.0941780511 218551.1023740746)
E 74 St & 1 Ave,219463.2496351722,996814.6273758754,POINT (996814.6273758754 219463.2496351722)
E 75 St & 3 Ave,220231.65474677857,995969.6639013778,POINT (995969.6639013778 220231.65474677857)
E 76 St & Park Ave,221224.72749425456,994752.1124999705,POINT (994752.1124999705 221224.72749425456)
E 77 St & 1 Ave,220251.6853283168,997176.9678561307,POINT (997176.9678561307 220251.6853283168)
E 77 St & 3 Ave,220971.91904229953,995539.7063826219,POINT (995539.7063826219 220971.91904229953)
E 78 St & 2 Ave,220775.7518444006,996460.9140139763,POINT (996460.9140139763 220775.7518444006)
E 8 St & Caton Ave,175381.63626737343,991900.0417255164,POINT (991900.0417255164 175381.63626737343)
E 81 St & 1 Ave,221188.78904396336,997552.0804070664,POINT (997552.0804070664 221188.78904396336)
E 81 St & 3 Ave,221899.46615822054,996227.9911963658,POINT (996227.9911963658 221899.46615822054)
E 81 St & Park Ave,222280.5037633293,995602.6723734933,POINT (995602.6723734933 222280.5037633293)
E 81 St & York Ave,220846.8554651759,998128.6566669085,POINT (998128.6566669085 220846.8554651759)
E 82 St & East End Ave,220743.06231456774,998978.5270283137,POINT (998978.5270283137 220743.06231456774)
E 84 St & 1 Ave,221873.0588678232,997908.2080139107,POINT (997908.2080139107 221873.0588678232)
E 84 St & Park Ave,222999.3047557767,995876.8078994519,POINT (995876.8078994519 222999.3047557767)
E 85 St & 3 Ave,222747.45750877645,996939.3769291148,POINT (996939.3769291148 222747.45750877645)
E 85 St & York Ave,221769.1551549198,998642.8487134554,POINT (998642.8487134554 221769.1551549198)
E 88 St & 1 Ave,222839.85857871184,998459.469361954,POINT (998459.469361954 222839.85857871184)
E 88 St & Park Ave,223969.11841865486,996446.7283798476,POINT (996446.7283798476 223969.11841865486)
E 89 St & 3 Ave,223697.61613256848,997424.7213816294,POINT (997424.7213816294 223697.61613256848)
E 89 St & York Ave,222708.59447970588,999228.848440868,POINT (999228.848440868 222708.59447970588)
E 9 St & 5 Ave,206240.61500280636,985409.3141365593,POINT (985409.3141365593 206240.61500280636)
E 9 St & Ave C,203492.22647381635,990434.432519408,POINT (990434.432519408 203492.22647381635)
E 91 St & 2 Ave,223922.46475591676,998125.2926244916,POINT (998125.2926244916 223922.46475591676)
E 91 St & Park Ave,224703.9137514632,996650.0500504259,POINT (996650.0500504259 224703.9137514632)
E 93 St & 2 Ave,224393.31296323962,998503.1275899891,POINT (998503.1275899891 224393.31296323962)
E 94 St & Madison Ave,225584.99259138928,996770.4233267746,POINT (996770.4233267746 225584.99259138928)
E 95 St & 3 Ave,225196.2554443961,997931.1440525431,POINT (997931.1440525431 225196.2554443961)
E 97 St & 3 Ave,225609.53599746403,998501.2905874491,POINT (998501.2905874491 225609.53599746403)
E 97 St & Madison Ave,226301.59712570102,997140.5684222253,POINT (997140.5684222253 226301.59712570102)
E 98 St & Park Ave,226388.24525437618,997622.3486818215,POINT (997622.3486818215 226388.24525437618)
E Burnside Ave & Ryer Ave,249151.91775834712,1011557.4168058411,POINT (1011557.4168058411 249151.91775834712)
E Fordham Rd & Webster Ave,253227.98284214962,1014420.5037974867,POINT (1014420.5037974867 253227.98284214962)
E Houston St & Columbia St,201478.55791305064,990172.4536614285,POINT (990172.4536614285 201478.55791305064)
E Mosholu Pkwy & E 204 St,257790.06491874126,1016483.7391257059,POINT (1016483.7391257059 257790.06491874126)
E Mosholu Pkwy & Van Cortlandt Ave E,258584.0781291172,1016467.1220469865,POINT (1016467.1220469865 258584.0781291172)
E New York Ave & Troy Ave,180565.54887562105,1001556.5750306875,POINT (1001556.5750306875 180565.54887562105)
E Tremont Ave & E 176 St,248168.04236822767,1011402.0625239434,POINT (1011402.0625239434 248168.04236822767)
E Tremont Ave & Jerome Ave,249572.94519589044,1009473.2429388401,POINT (1009473.2429388401 249572.94519589044)
Eagle St & Manhattan Ave,207149.33878436152,996816.9512940027,POINT (996816.9512940027 207149.33878436152)
Eames Pl & Claflin Ave,246787.07536145052,1002601.3152509482,POINT (1002601.3152509482 246787.07536145052)
East End Ave & E 86 St,221703.12864750775,999632.6016751917,POINT (999632.6016751917 221703.12864750775)
Eastern Pkwy & Brooklyn Ave,183166.15471854483,999410.7000221603,POINT (999410.7000221603 183166.15471854483)
Eastern Pkwy & Franklin Ave,183654.34640692305,996017.8460811911,POINT (996017.8460811911 183654.34640692305)
Eastern Pkwy & Kingston Ave,183240.80697072897,1000145.7568078846,POINT (1000145.7568078846 183240.80697072897)
Eastern Pkwy & Nostrand Ave,183278.26342398964,998052.2005683666,POINT (998052.2005683666 183278.26342398964)
Eastern Pkwy & Ralph Ave,182852.7385907467,1005612.200664853,POINT (1005612.200664853 182852.7385907467)
Eastern Pkwy & Rochester Ave,182824.85794373375,1004187.8283310516,POINT (1004187.8283310516 182824.85794373375)
Eastern Pkwy & Schenectady Ave,182913.98345851144,1002656.7787120545,POINT (1002656.7787120545 182913.98345851144)
Eastern Pkwy & Troy Ave,183134.89180681988,1001680.5914678981,POINT (1001680.5914678981 183134.89180681988)
Eastern Pkwy & Washington Ave,183984.63298094133,994469.416219467,POINT (994469.416219467 183984.63298094133)
Eastern Pkwy\t& St Marks Ave,184550.46852587318,1008985.0810434939,POINT (1008985.0810434939 184550.46852587318)
Edgecombe Ave & W 141 St,238278.329331478,999432.9242059346,POINT (999432.9242059346 238278.329331478)
Edgecombe Ave & W 145 St,239273.61669980106,999780.9581867654,POINT (999780.9581867654 239273.61669980106)
Edgecombe Ave & W 150 St,240568.99955233873,1000467.8371910934,POINT (1000467.8371910934 240568.99955233873)
Edgecombe Ave & W 167 St,244691.57954591085,1001937.8022342789,POINT (1001937.8022342789 244691.57954591085)
Eldert St & Bushwick Ave,189400.91945844388,1008316.7552678805,POINT (1008316.7552678805 189400.91945844388)
Eliot Ave & 60 Ln,199381.28599307666,1011125.0834985522,POINT (1011125.0834985522 199381.28599307666)
Elmhurst Ave & Forley St,211100.4773238673,1018173.6678553525,POINT (1018173.6678553525 211100.4773238673)
Elmhurst Ave & Roosevelt Ave,212062.5949580755,1018554.6820305071,POINT (1018554.6820305071 212062.5949580755)
Emerson Pl & Myrtle Ave,191985.21162840296,994717.3396992283,POINT (994717.3396992283 191985.21162840296)
Empire Blvd & New York Ave,181196.05605686447,998835.2177063474,POINT (998835.2177063474 181196.05605686447)
Engert Ave & McGuinness Blvd,202172.51120313097,999367.9638908242,POINT (999367.9638908242 202172.51120313097)
Essex Light Rail,204778.5357150994,980954.4103507268,POINT (980954.4103507268 204778.5357150994)
Evergreen Ave & Noll St,194698.80609589798,1002777.5915055487,POINT (1002777.5915055487 194698.80609589798)
Exchange Pl,204778.5357150994,980954.4103507268,POINT (980954.4103507268 204778.5357150994)
FDR Drive & E 35 St,210320.19062950907,992170.6736733986,POINT (992170.6736733986 210320.19062950907)
Faile St & Garrison Ave,238299.19288192896,1015139.2079025133,POINT (1015139.2079025133 238299.19288192896)
Fairview Ave & Linden St,196847.91155203796,1010222.947234006,POINT (1010222.947234006 196847.91155203796)
Featherbed Ln & Jerome Ave,247367.30495218962,1007914.0572111097,POINT (1007914.0572111097 247367.30495218962)
Featherbed Ln & Nelson Ave,247512.4288813766,1006484.263132449,POINT (1006484.263132449 247512.4288813766)
Flatbush Ave & Eastern Pkwy,182924.5527013352,993560.4549751453,POINT (993560.4549751453 182924.5527013352)
Flatbush Ave & Fenimore St,178987.35836975393,995228.6556672044,POINT (995228.6556672044 178987.35836975393)
Flatbush Ave & Lincoln Rd,180212.03485712112,995095.1996810389,POINT (995095.1996810389 180212.03485712112)
Flatbush Ave & Ocean Ave,181066.85970073252,994511.09882707,POINT (994511.09882707 181066.85970073252)
Flushing Ave & Vanderbilt Ave,193597.5019939174,992417.4361582856,POINT (992417.4361582856 193597.5019939174)
Flushing Ave & Woodward Ave,198860.01091790647,1006772.667881678,POINT (1006772.667881678 198860.01091790647)
Forest Ave & Summerfield St,194002.66881016348,1012576.1098384364,POINT (1012576.1098384364 194002.66881016348)
Forley St & Lamont Ave,210604.7778561358,1019205.104297642,POINT (1019205.104297642 210604.7778561358)
Forsyth St & Broome St,201267.66196298428,986328.3123132539,POINT (986328.3123132539 201267.66196298428)
Forsyth St & Canal St,200071.77632309945,985848.7119947448,POINT (985848.7119947448 200071.77632309945)
Forsyth St & Grand St,200789.46243234034,986133.6491653194,POINT (986133.6491653194 200789.46243234034)
Fort Hamilton Pkwy & E 2 St,175362.88733477026,989982.5403873055,POINT (989982.5403873055 175362.88733477026)
Fort Hamilton Pkwy & E 5 St,175739.057611139,990707.2629891206,POINT (990707.2629891206 175739.057611139)
Fort Washington Ave & W 173 St,247160.60697888277,1000753.574955542,POINT (1000753.574955542 247160.60697888277)
Fort Washington Ave & W 183 St,249951.69603914936,1001437.7662182589,POINT (1001437.7662182589 249951.69603914936)
Fort Washington Ave & W 190 St,251535.53345420604,1002070.8477462884,POINT (1002070.8477462884 251535.53345420604)
Franklin Ave & E 169 St,242307.0120474996,1011347.6486976625,POINT (1011347.6486976625 242307.0120474996)
Franklin Ave & Myrtle Ave,192321.29573423383,995892.9397475751,POINT (995892.9397475751 192321.29573423383)
Franklin Ave & St Marks Ave,185519.52024598452,996389.5321109511,POINT (996389.5321109511 185519.52024598452)
Franklin St & Dupont St,207293.0056329304,995706.6097954258,POINT (995706.6097954258 207293.0056329304)
Franklin St & W Broadway,201292.4727361392,982422.4603994843,POINT (982422.4603994843 201292.4727361392)
Frederick Douglass Blvd & Harlem River Dr,241936.4429039179,1001864.3656521919,POINT (1001864.3656521919 241936.4429039179)
Frederick Douglass Blvd & W 112 St,231358.84321929544,996114.6815583035,POINT (996114.6815583035 231358.84321929544)
Frederick Douglass Blvd & W 115 St,232173.33353893063,996455.7715406053,POINT (996455.7715406053 232173.33353893063)
Frederick Douglass Blvd & W 117 St,232695.55991696665,996792.9238190413,POINT (996792.9238190413 232695.55991696665)
Frederick Douglass Blvd & W 129 St,235271.05565746973,998319.0706873621,POINT (998319.0706873621 235271.05565746973)
Frederick Douglass Blvd & W 139 St,237668.0669814714,999537.12736174,POINT (999537.12736174 237668.0669814714)
Frederick Douglass Blvd & W 145 St,239209.22461974013,1000403.7499993476,POINT (1000403.7499993476 239209.22461974013)
Freeman St & Reverend James A Polite Ave,241888.74223788793,1013429.3261567034,POINT (1013429.3261567034 241888.74223788793)
Freeman St & Southern Blvd,241670.0442189757,1014057.0279553775,POINT (1014057.0279553775 241670.0442189757)
Fresh Pond Rd & 69 Ave,195464.6144696487,1013232.0897712614,POINT (1013232.0897712614 195464.6144696487)
Fresh Pond Rd & Flushing Ave,202171.80733129318,1011151.37928979,POINT (1011151.37928979 202171.80733129318)
Front St & Gold St,195122.09535185207,989080.5888605267,POINT (989080.5888605267 195122.09535185207)
Front St & Jay St,195192.14059762433,987804.1119467389,POINT (987804.1119467389 195192.14059762433)
Frost St & Debevoise Ave,201168.0493593816,1001026.2650262092,POINT (1001026.2650262092 201168.0493593816)
Frost St & Meeker Ave,200755.149101823,998398.5051267911,POINT (998398.5051267911 200755.149101823)
Fulton Ave & E 168 St,241810.79575616922,1010644.5788023897,POINT (1010644.5788023897 241810.79575616922)
Fulton Ave & E 172 St,245039.88411005848,1012177.3619405939,POINT (1012177.3619405939 245039.88411005848)
Fulton Ave & St Paul's Pl,243642.8865378672,1011494.5493555994,POINT (1011494.5493555994 243642.8865378672)
Fulton St & Adams St,191632.26958799834,987144.4693510536,POINT (987144.4693510536 191632.26958799834)
Fulton St & Broadway,198337.31922069972,981630.9133180536,POINT (981630.9133180536 198337.31922069972)
Fulton St & Clermont Ave,188535.11540481864,992785.9573014205,POINT (992785.9573014205 188535.11540481864)
Fulton St & Irving Pl,187685.96290400604,995571.8428690304,POINT (995571.8428690304 187685.96290400604)
Fulton St & Saratoga Ave,186497.19998263702,1007405.8160509688,POINT (1007405.8160509688 186497.19998263702)
Fulton St & Utica Ave,186815.70473345756,1003674.026834398,POINT (1003674.026834398 186815.70473345756)
Fulton St & Waverly Ave,188323.86410413674,993594.9273160283,POINT (993594.9273160283 188323.86410413674)
Fulton St & William St,197764.9127252245,982387.7644585334,POINT (982387.7644585334 197764.9127252245)
Fulton St & Williams Ave,185974.3508363863,1011765.7161385702,POINT (1011765.7161385702 185974.3508363863)
Gansevoort St & Hudson St,208651.64423873764,982995.4614020489,POINT (982995.4614020489 208651.64423873764)
Garfield Pl & 8 Ave,183871.711747295,991168.1501921336,POINT (991168.1501921336 183871.711747295)
Garrison Ave & Manida St,237595.8287742662,1014640.7150797944,POINT (1014640.7150797944 237595.8287742662)
George St & Wilson Ave,195373.18357719117,1003657.1535820109,POINT (1003657.1535820109 195373.18357719117)
Gerard Ave & E 146 St,237748.95594041434,996422.5787805323,POINT (996422.5787805323 237748.95594041434)
Gerard Ave & E 164 St,241722.22201493406,1005469.2048996773,POINT (1005469.2048996773 241722.22201493406)
Gerard Ave & E 165 St,242351.38401985154,1005668.7660684407,POINT (1005668.7660684407 242351.38401985154)
Gerard Ave & McClellan St,243131.35052939077,1006068.0244012249,POINT (1006068.0244012249 243131.35052939077)
Giles Pl & Fort Independence St,259428.04334882594,1012308.1402479053,POINT (1012308.1402479053 259428.04334882594)
Gillmore St & 27 Ave,217654.3986556452,1021129.8869279159,POINT (1021129.8869279159 217654.3986556452)
Glenwood Ave,204865.2714443997,980950.9204782218,POINT (980950.9204782218 204865.2714443997)
Goble Pl & Macombs Rd,249004.62151494517,1003788.3339256066,POINT (1003788.3339256066 249004.62151494517)
Goulden Ave & Bedford Park Blvd,257730.49399645228,1013240.2391618245,POINT (1013240.2391618245 257730.49399645228)
Goulden Ave & W 197 St,236580.23537705277,1009530.3935272937,POINT (1009530.3935272937 236580.23537705277)
Goulden Ave & W 205 St,259219.21839002706,1014138.3936540348,POINT (1014138.3936540348 259219.21839002706)
Graham Ave & Conselyea St,199765.79795236027,999644.1980802494,POINT (999644.1980802494 199765.79795236027)
Graham Ave & Grand St,198592.70316744607,999771.5206144169,POINT (999771.5206144169 198592.70316744607)
Graham Ave & Herbert St,201353.080955022,999483.4494801946,POINT (999483.4494801946 201353.080955022)
Graham Ave & Withers St,200497.09223634904,999535.5640621808,POINT (999535.5640621808 200497.09223634904)
Gramercy Park N & Gramercy Park E,208132.24256734241,988381.8411316111,POINT (988381.8411316111 208132.24256734241)
Grand Army Plaza & Central Park S,217820.30180330796,991363.2325579654,POINT (991363.2325579654 217820.30180330796)
Grand Army Plaza & Plaza St West,184473.39027982327,992355.9408960785,POINT (992355.9408960785 184473.39027982327)
Grand Ave & 55 St,201210.72674322137,1008019.192130041,POINT (1008019.192130041 201210.72674322137)
Grand Ave & 58 Ave,201962.91479327282,1010026.2030918028,POINT (1010026.2030918028 201962.91479327282)
Grand Ave & Bergen St,186308.90007815958,994676.9627054833,POINT (994676.9627054833 186308.90007815958)
Grand Ave & Remsen Pl,202894.21018177381,1012059.7393761567,POINT (1012059.7393761567 202894.21018177381)
Grand Ave & W 181 St,251270.0757788701,1009893.7140382816,POINT (1009893.7140382816 251270.0757788701)
Grand Ave & W Fordham Rd,253669.04152177484,1011029.9563119509,POINT (1011029.9563119509 253669.04152177484)
Grand Concourse & E 144 St,236862.2034083627,1004195.6658069956,POINT (1004195.6658069956 236862.2034083627)
Grand Concourse & E 156 St,239294.9835933138,1005086.7267735228,POINT (1005086.7267735228 239294.9835933138)
Grand Concourse & E 161 St,240748.52102292847,1005673.4157015708,POINT (1005673.4157015708 240748.52102292847)
Grand Concourse & E 164 St,241502.76936270535,1005969.6618207156,POINT (1005969.6618207156 241502.76936270535)
Grand Concourse & E 166 St,242429.07829328187,1006432.4595354461,POINT (1006432.4595354461 242429.07829328187)
Grand Concourse & E 167 St,243178.56351473538,1007012.2636875233,POINT (1007012.2636875233 243178.56351473538)
Grand Concourse & E 171 St,245134.70985157444,1008311.5007540172,POINT (1008311.5007540172 245134.70985157444)
Grand Concourse & E 175 St,247583.49286869384,1009317.4949137578,POINT (1009317.4949137578 247583.49286869384)
Grand Concourse & E 192 St,254313.6293959923,1013255.6051658354,POINT (1013255.6051658354 254313.6293959923)
Grand Concourse & E 196 St,255417.02937360317,1013861.419053902,POINT (1013861.419053902 255417.02937360317)
Grand Concourse & E 197 St,256077.37275953888,1014279.8314983646,POINT (1014279.8314983646 256077.37275953888)
Grand Concourse & E 199 St,256824.64625730363,1015153.9806393925,POINT (1015153.9806393925 256824.64625730363)
Grand Concourse & E 203 St,257596.54573199197,1015570.9364441328,POINT (1015570.9364441328 257596.54573199197)
Grand Concourse & E 205 St,258277.88625128753,1015669.8564776022,POINT (1015669.8564776022 258277.88625128753)
Grand Concourse & E Mosholu Pkwy S,259181.64956012872,1016126.0167115141,POINT (1016126.0167115141 259181.64956012872)
Grand Concourse & E Mount Eden Ave,246416.63400673436,1008676.4122257696,POINT (1008676.4122257696 246416.63400673436)
Grand St & Elizabeth St,201162.96841274187,985369.8458730901,POINT (985369.8458730901 201162.96841274187)
Grand St & Greene St,202260.8144280656,983562.2394769985,POINT (983562.2394769985 202260.8144280656)
Grand St & Havemeyer St,199021.91319032287,996124.8516590737,POINT (996124.8516590737 199021.91319032287)
Grand St & Samuel Dickstein Plaza,199760.4443168574,988778.223806915,POINT (988778.223806915 199760.4443168574)
Great Jones St,204306.94017883576,985961.7548278135,POINT (985961.7548278135 204306.94017883576)
Green St & McGuinness Blvd,206704.91725187912,997576.5190287528,POINT (997576.5190287528 206704.91725187912)
Greene Ave & Grandview Ave,197851.91866175574,1009796.0293446024,POINT (1009796.0293446024 197851.91866175574)
Greene Ave & Myrtle Ave,193728.8679907198,1006679.7583044005,POINT (1006679.7583044005 193728.8679907198)
Greene Ave & Nostrand Ave,190060.92828046044,997847.4604502476,POINT (997847.4604502476 190060.92828046044)
Greene Ave & Throop Ave,190498.5205504198,1000355.7833451971,POINT (1000355.7833451971 190498.5205504198)
Greene St & Prince St,203456.53365394325,984442.6013500326,POINT (984442.6013500326 203456.53365394325)
Greenpoint Ave & 47 St,209756.06395327346,1006935.8345920983,POINT (1006935.8345920983 209756.06395327346)
Greenpoint Ave & Manhattan Ave,205333.55492820885,997015.711770126,POINT (997015.711770126 205333.55492820885)
Greenpoint Ave & Monitor St,206054.49155282314,999774.0380170272,POINT (999774.0380170272 206054.49155282314)
Greenpoint Ave & West St,205166.34180147192,995585.9456543031,POINT (995585.9456543031 205166.34180147192)
Greenwich Ave & 8 Ave,208520.5989680733,983518.9998165484,POINT (983518.9998165484 208520.5989680733)
Greenwich Ave & Charles St,207029.0479841382,984183.826787295,POINT (984183.826787295 207029.0479841382)
Greenwich St & Hubert St,202001.66457466118,981509.7709633127,POINT (981509.7709633127 202001.66457466118)
Greenwich St & Perry St,207049.88268269284,982318.2993067104,POINT (982318.2993067104 207049.88268269284)
Greenwich St & Rector St,197244.40831229746,980490.6121294205,POINT (980490.6121294205 197244.40831229746)
Greenwich St & W Houston St,204716.50241277736,981859.1423886424,POINT (981859.1423886424 204716.50241277736)
Greenwood Ave & E 4 St,176359.07095467154,990427.113595376,POINT (990427.113595376 176359.07095467154)
Grove St & Broadway,190847.17958694563,1005470.7715386782,POINT (1005470.7715386782 190847.17958694563)
Grove St & Fresh Pond Rd,198081.43408409166,1012098.5297438756,POINT (1012098.5297438756 198081.43408409166)
Grove St PATH,204778.5357150994,980954.4103507268,POINT (980954.4103507268 204778.5357150994)
Halsey St & Broadway,189088.68861395516,1007646.442180525,POINT (1007646.442180525 189088.68861395516)
Halsey St & Evergreen Ave,190157.09530797423,1008580.0092247516,POINT (1008580.0092247516 190157.09530797423)
Halsey St & Ralph Ave,188833.9742872009,1005691.238924336,POINT (1005691.238924336 188833.9742872009)
Halsey St & Tompkins Ave,187949.9073668808,999811.7708219667,POINT (999811.7708219667 187949.9073668808)
Hamilton Pl & W 140 St,239046.77449458034,997766.8103369559,POINT (997766.8103369559 239046.77449458034)
Hancock St & Bedford Ave,187811.2911379899,997011.0204020039,POINT (997011.0204020039 187811.2911379899)
Hancock St & Malcolm X Blvd,188801.1488194109,1003858.1974358903,POINT (1003858.1974358903 188801.1488194109)
Hancock St & Stuyvesant Ave,188680.2821506501,1003053.9930790466,POINT (1003053.9930790466 188680.2821506501)
Hancock St & Wyckoff Ave,193299.20836959942,1010110.2862683897,POINT (1010110.2862683897 193299.20836959942)
Hanson Pl & Ashland Pl,188964.50024536677,990423.4614957537,POINT (990423.4614957537 188964.50024536677)
Harlem River Dr & W 155 St,241873.2394350877,1000870.990327229,POINT (1000870.990327229 241873.2394350877)
Harman St & Seneca Ave,196394.85448469225,1008332.883026881,POINT (1008332.883026881 196394.85448469225)
Harrison Pl & Porter Ave,196830.88183814404,1004088.8228848708,POINT (1004088.8228848708 196830.88183814404)
Harrison St & Hudson St,201125.40355915666,981767.690740186,POINT (981767.690740186 201125.40355915666)
Hart St & Wyckoff Ave,196092.18595519877,1006455.5018417317,POINT (1006455.5018417317 196092.18595519877)
Hazen St & 20 Ave,220588.3636139485,1013286.9786047643,POINT (1013286.9786047643 220588.3636139485)
Henry St & Atlantic Ave,191003.3138289893,985308.9122873885,POINT (985308.9122873885 191003.3138289893)
Henry St & Bay St,184298.3272783015,982879.9701941077,POINT (982879.9701941077 184298.3272783015)
Henry St & Middagh St,194423.7727407873,986595.5944669624,POINT (986595.5944669624 194423.7727407873)
Henry St & Remsen St,192123.084273354,985733.1950417024,POINT (985733.1950417024 192123.084273354)
Henry St & W 9 St,185718.29732036876,983357.8529866713,POINT (983357.8529866713 185718.29732036876)
Herkimer St & Eastern Pkwy,186068.11736679397,1009679.2636089986,POINT (1009679.2636089986 186068.11736679397)
Herkimer St & New York Ave,186868.66291832295,998878.9189264255,POINT (998878.9189264255 186868.66291832295)
Hicks St & Montague St,192471.91019592813,985353.7696109288,POINT (985353.7696109288 192471.91019592813)
Hoe Ave & Jennings St,242553.7160627095,1014787.1728806595,POINT (1014787.1728806595 242553.7160627095)
Home St & Westchester Ave,240868.20910712008,1015611.6674700376,POINT (1015611.6674700376 240868.20910712008)
Hope St & Union Ave,198552.86135522806,997717.6999695057,POINT (997717.6999695057 198552.86135522806)
Howard St & Lafayette St,201266.1806154215,984323.856227808,POINT (984323.856227808 201266.1806154215)
Hoyt St & Warren St,188603.59536515884,987327.2409227208,POINT (987327.2409227208 188603.59536515884)
Hudson Blvd W & W 36 St,215085.82018191213,984392.1338682299,POINT (984392.1338682299 215085.82018191213)
Hudson St & Reade St,200276.01846618392,981686.3776299135,POINT (981686.3776299135 200276.01846618392)
Hudson St & W 13 St,208899.59804611388,982788.379804061,POINT (982788.379804061 208899.59804611388)
Hughes Ave & Oak Tree Pl,249193.48875936592,1014828.1786451155,POINT (1014828.1786451155 249193.48875936592)
Humboldt St & Varet St,195538.11426092157,1000758.2878795833,POINT (1000758.2878795833 195538.11426092157)
Hunts Point Ave & Bryant Ave,235945.9359745653,1015900.7285297939,POINT (1015900.7285297939 235945.9359745653)
Huron St & Franklin St,206217.26499575176,995804.9441461216,POINT (995804.9441461216 206217.26499575176)
India St & Manhattan Ave,206107.51189083225,996761.6576463487,POINT (996761.6576463487 206107.51189083225)
India St Pier,205909.6061937801,995177.4548028321,POINT (995177.4548028321 205909.6061937801)
Intervale Ave & Kelly St,240720.26624499852,1012942.3943993298,POINT (1012942.3943993298 240720.26624499852)
Intervale Ave & Westchester Ave,238762.15381272088,1012820.489802635,POINT (1012820.489802635 238762.15381272088)
Inwood Ave & W 170 St,245495.94517981418,1006648.3423307863,POINT (1006648.3423307863 245495.94517981418)
Irving Ave & DeKalb Ave,195336.91581265486,1006101.5926172003,POINT (1006101.5926172003 195336.91581265486)
Irving Ave & Halsey St,192388.13600232167,1010123.271640135,POINT (1010123.271640135 192388.13600232167)
Irving Ave & Harman St,194709.7048272949,1007014.3722106303,POINT (1007014.3722106303 194709.7048272949)
Irving Ave & Jefferson St,196274.47283082383,1004947.3235372525,POINT (1004947.3235372525 196274.47283082383)
Irving Ave & Palmetto St,193607.75398910797,1008456.9327636496,POINT (1008456.9327636496 193607.75398910797)
